idx,id,subset,style,text,samplerate,durationSeconds,recording_year_month,microphone,language,comment,audio_wav_path,text_norm,phonemes_ipa,audio_path_fixed,has_loanword,file_exists,expected_phonemes,recognized_phonemes,expected_str,recognized_str,processing_error
11827,4aeeae88-0777-2c8c-5c93-2e844a462e49---af9ee96146f3eec71049b4c959f96f10,TV-2021.02-Neutral,neutral,Bring doch bitte noch ein Teelicht fürs Stövchen mit!,16000,3.6796875,2019-10,bad_usbHeadset,german,,/Volumes/SSanDisk/SpeechRec-German/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---af9ee96146f3eec71049b4c959f96f10.wav,Bring doch bitte noch ein Teelicht fürs Stövchen mit!,,/Volumes/SSanDisk/audio_data/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---af9ee96146f3eec71049b4c959f96f10.wav,True,True,"['b', 'ʁ', 'ɪ', 'ŋ', 'd', 'ɔ', 'x', 'b', 'ɪ', 't', 'ə', 'n', 'ɔ', 'x', 'ɛ', 'ɪ', 'n', 't', 'eː', 'l', 'ɪ', 'ç', 't', 'f', 'ɾ', 's', 'ʃ', 't', 'øː', 'f', 'ç', 'ə', 'n', 'm', 'ɪ', 't']","['b', 'r', 'ɪ', 'ŋ', 'd', 'ɔ', 'x', 'b', 'ɪ', 't', 'ə', 'n', 'ɔ', 'x', 'aɪ', 'n', 't', 'eː', 'l', 'ɪ', 'ç', 't', 'f', 'y', 'ɾ', 's', 'ʃ', 't', 'y', 'l', 'f', 'ç', 'ə', 'n', 'm', 'ɪ', 't']",b ʁ ɪ ŋ d ɔ x b ɪ t ə n ɔ x ɛ ɪ n t eː l ɪ ç t f ɾ s ʃ t øː f ç ə n m ɪ t,b r ɪ ŋ d ɔ x b ɪ t ə n ɔ x aɪ n t eː l ɪ ç t f y ɾ s ʃ t y l f ç ə n m ɪ t,
10282,4aeeae88-0777-2c8c-5c93-2e844a462e49---e4c176a48ef6c1657e44697375b1d4ae,TV-2021.02-Neutral,neutral,Dann hältst du bei einer roten Ampel also auch nicht an?,16000,4.1484375,2019-10,bad_usbHeadset,german,,/Volumes/SSanDisk/SpeechRec-German/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---e4c176a48ef6c1657e44697375b1d4ae.wav,Dann hältst du bei einer roten Ampel also auch nicht an?,,/Volumes/SSanDisk/audio_data/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---e4c176a48ef6c1657e44697375b1d4ae.wav,False,True,"['d', 'a', 'n', 'h', 'ɛ', 'l', 't', 's', 't', 'ː', 'b', 'aɪ', 'a', 'e', 'n', 'ɛː', 'ɐ', 'ʀ', 'oː', 't', 'n̩', 'a', 'm', 'p', 'l̩', 'a', 'l', 'z', 'oː', 'aʊ', 'x', 'n', 'ɪ', 'ç', 't', 'a', 'n']","['d', 'a', 'n', 'h', 'ɛ', 'l', 's', 'd', 'uː', 'b', 'aɪ', 'aɪ', 'n', 'ɜ', 'ɾ', 'r', 'oː', 't', 'ə', 'n', 'a', 'm', 'p', 'ə', 'l', 'a', 'l', 'z', 'oː', 'aʊ', 'x', 'n', 'ɪ', 'ç', 't', 'a', 'n']",d a n h ɛ l t s t ː b aɪ a e n ɛː ɐ ʀ oː t n̩ a m p l̩ a l z oː aʊ x n ɪ ç t a n,d a n h ɛ l s d uː b aɪ aɪ n ɜ ɾ r oː t ə n a m p ə l a l z oː aʊ x n ɪ ç t a n,
15108,4aeeae88-0777-2c8c-5c93-2e844a462e49---c29aff89c35c3e173fea0d417e7dfacb,TV-2021.02-Neutral,neutral,Hier kommt Ihre Pizza.,16000,1.5400390625,2020-02,good_rodePodcaster,german,,/Volumes/SSanDisk/SpeechRec-German/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---c29aff89c35c3e173fea0d417e7dfacb.wav,Hier kommt Ihre Pizza.,,/Volumes/SSanDisk/audio_data/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---c29aff89c35c3e173fea0d417e7dfacb.wav,True,True,"['h', 'iː', 'ɐ', 'k', 'ɔ', 'm', 't', 'iː', 'ʁ', 'ə', 'p', 'ɪ', 't', 's', 'a']","['h', 'iː', 'ɾ', 'k', 'ɔ', 'm', 't', 'iː', 'r', 'ə', 'p', 'ɪ', 'ts', 'ɜ']",h iː ɐ k ɔ m t iː ʁ ə p ɪ t s a,h iː ɾ k ɔ m t iː r ə p ɪ ts ɜ,
22454,4aeeae88-0777-2c8c-5c93-2e844a462e49---daf8227303ac8357cd6879861927c305,TV-2021.02-Neutral,neutral,"Allgäu Power ist eine süddeutsche Party-Band, die zweitausendacht durch den Titel Bauer sucht Frau bei der RTL-Show Das Supertalent im deutschsprachigen Raum bekannt wurde.",16000,13.5234375,2020-01,good_rodePodcaster,german,,/Volumes/SSanDisk/SpeechRec-German/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---daf8227303ac8357cd6879861927c305.wav,"Allgäu Power ist eine süddeutsche Party-Band, die zweitausendacht durch den Titel Bauer sucht Frau bei der RTL-Show Das Supertalent im deutschsprachigen Raum bekannt wurde.",,/Volumes/SSanDisk/audio_data/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---daf8227303ac8357cd6879861927c305.wav,True,True,"['a', 'l', 'l', 'ɡ', 'ɔ', 'ø', 'p', 'oː', 'v', 'ɐ', 'ɪ', 's', 't', 'aɪ', 'n', 'ə', 'z', 'yː', 't', 'd', 'ɔ', 'ø', 'tʃ', 'ə', 'p', 'a', 'ɾ', 't', 'j', 'b', 'a', 'n', 't', 'd', 'iː', 't', 's', 'v', 'aɪ', 't', 'aʊ', 'z', 'ɛ', 'n', 'd', 'a', 'x', 't', 'd', 'ʊ', 'ʁ', 'ç', 'd', 'eː', 'n', 't', 'iː', 't', 'l', 'b', 'a', 'o', 'ɐ', 'z', 'ʊ', 'x', 't', 'f', 'ʁ', 'aʊ', 'b', 'aɪ', 'd', 'eː', 'ɐ', 'ɛ', 'ɾ', 't', 'eː', 'ɛ', 'l', 's', 'h', 'oː', 'v', 'd', 'a', 's', 'z', 'uː', 'p', 'ɜ', 't', 'a', 'l', 'ɛ', 'n', 't', 'ɪ', 'm', 'd', 'ɔ', 'ø', 'tʃ', 's', 'p', 'ɾ', 'a', 'x', 'ɪ', 'ɡ', 'ə', 'n', 'ʁ', 'aʊ', 'm', 'b', 'ə', 'k', 'a', 'n', 't', 'v', 'ʊ', 'ɾ', 'd', 'ə']","['a', 'l', 'ɡ', 'oː', 'p', 'aʊ', 'ɜ', 'ɪ', 's', 't', 'aɪ', 'n', 'ə', 'z', 'y', 't', 'd', 'oɪ', 'ʃ', 'ə', 'p', 'a', 'ɾ', 't', 'iː', 'b', 'ɛ', 'n', 't', 'd', 'iː', 'ts', 'v', 'aɪ', 't', 'aʊ', 'z', 'ə', 'n', 't', 'a', 'x', 't', 'd', 'uː', 'ç', 'd', 'eː', 'n', 't', 'iː', 't', 'ə', 'b', 'aʊ', 'ɜ', 'z', 'uː', 'x', 't', 'f', 'r', 'aʊ', 'b', 'aɪ', 'd', 'ɛ', 'ɾ', 'ɛ', 'r', 't', 'eː', 'ɛ', 'l', 'ʃ', 'oː', 'd', 'a', 's', 'z', 'uː', 'p', 'ɜ', 'ɾ', 't', 'a', 'l', 'ɛ', 'n', 't', 'ɪ', 'm', 'd', 'aʊ', 'tʃ', 'ʃ', 'p', 'ɾ', 'ɑː', 'x', 'ɪ', 'ɡ', 'ə', 'n', 'r', 'aʊ', 'm', 'b', 'ə', 'k', 'a', 'n', 't', 'v', 'uː', 'ɾ', 'd', 'ə']",a l l ɡ ɔ ø p oː v ɐ ɪ s t aɪ n ə z yː t d ɔ ø tʃ ə p a ɾ t j b a n t d iː t s v aɪ t aʊ z ɛ n d a x t d ʊ ʁ ç d eː n t iː t l b a o ɐ z ʊ x t f ʁ aʊ b aɪ d eː ɐ ɛ ɾ t eː ɛ l s h oː v d a s z uː p ɜ t a l ɛ n t ɪ m d ɔ ø tʃ s p ɾ a x ɪ ɡ ə n ʁ aʊ m b ə k a n t v ʊ ɾ d ə,a l ɡ oː p aʊ ɜ ɪ s t aɪ n ə z y t d oɪ ʃ ə p a ɾ t iː b ɛ n t d iː ts v aɪ t aʊ z ə n t a x t d uː ç d eː n t iː t ə b aʊ ɜ z uː x t f r aʊ b aɪ d ɛ ɾ ɛ r t eː ɛ l ʃ oː d a s z uː p ɜ ɾ t a l ɛ n t ɪ m d aʊ tʃ ʃ p ɾ ɑː x ɪ ɡ ə n r aʊ m b ə k a n t v uː ɾ d ə,
377,4aeeae88-0777-2c8c-5c93-2e844a462e49---21ec20611a2f3eb24e7bbbfc03961830,TV-2021.02-Neutral,neutral,Schmier du mal einer Katze antiseptisches Gel in den Mund.,16000,4.3203125,2019-12,bad_usbHeadset,german,,/Volumes/SSanDisk/SpeechRec-German/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---21ec20611a2f3eb24e7bbbfc03961830.wav,Schmier du mal einer Katze antiseptisches Gel in den Mund.,,/Volumes/SSanDisk/audio_data/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---21ec20611a2f3eb24e7bbbfc03961830.wav,False,True,"['ʃ', 'm', 'iː', 'ɐ', 'ː', 'm', 'aː', 'l', 'a', 'e', 'n', 'ɛː', 'ɐ', 'k', 'a', 't', 's', 'ə', 'a', 'n', 'tʰ', 'ɪ', 'z', 'ɛ', 'p', 'tʰ', 'ɪ', 'ʃ', 'ə', 's', 'ɡ', 'ɛ', 'l', 'ɪ', 'n', 'd', 'eː', 'n', 'm', 'ʊ', 'n', 't']","['ʃ', 'm', 'iː', 'ɾ', 'd', 'uː', 'm', 'ɑː', 'l', 'aɪ', 'n', 'ɜ', 'ɾ', 'k', 'a', 'ts', 'ə', 'a', 'n', 't', 'iː', 'z', 'ɛ', 'p', 't', 'ʃ', 'ə', 's', 'ɡ', 'eː', 'l', 'ɪ', 'n', 'd', 'eː', 'n', 'm', 'ʊ', 'n', 't']",ʃ m iː ɐ ː m aː l a e n ɛː ɐ k a t s ə a n tʰ ɪ z ɛ p tʰ ɪ ʃ ə s ɡ ɛ l ɪ n d eː n m ʊ n t,ʃ m iː ɾ d uː m ɑː l aɪ n ɜ ɾ k a ts ə a n t iː z ɛ p t ʃ ə s ɡ eː l ɪ n d eː n m ʊ n t,
20049,4aeeae88-0777-2c8c-5c93-2e844a462e49---2f7c1f5ea9fff735ed7671755b6edd69,TV-2021.02-Neutral,neutral,Einen Klon von mir selbst könnte ich nicht ausstehen.,16000,3.91015625,2019-11,bad_usbHeadset,german,,/Volumes/SSanDisk/SpeechRec-German/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---2f7c1f5ea9fff735ed7671755b6edd69.wav,Einen Klon von mir selbst könnte ich nicht ausstehen.,,/Volumes/SSanDisk/audio_data/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---2f7c1f5ea9fff735ed7671755b6edd69.wav,False,True,"['a', 'e', 'n', 'ə', 'n', 'k', 'l', 'oː', 'n', 'f', 'ɔ', 'n', 'm', 'iː', 'æ', 'z', 'ɛ', 'l', 'p', 's', 't', 'k', 'œ', 'n', 't', 'ə', 'ɪ', 'ç', 'n', 'ɪ', 'ç', 't', 'aʊ', 's', 'ʃ', 't', 'eː', 'ə', 'n']","['aɪ', 'n', 'ə', 'n', 'k', 'l', 'uː', 'n', 'f', 'ɔ', 'n', 'm', 'iː', 'ɾ', 'z', 'ɛ', 'l', 'p', 's', 't', 'k', 'œ', 'n', 't', 'ə', 'ɪ', 'ç', 'n', 'ɪ', 'ç', 't', 'aʊ', 's', 'ʃ', 't', 'eː', 'ə', 'n']",a e n ə n k l oː n f ɔ n m iː æ z ɛ l p s t k œ n t ə ɪ ç n ɪ ç t aʊ s ʃ t eː ə n,aɪ n ə n k l uː n f ɔ n m iː ɾ z ɛ l p s t k œ n t ə ɪ ç n ɪ ç t aʊ s ʃ t eː ə n,
21972,4aeeae88-0777-2c8c-5c93-2e844a462e49---194ee6185495e8c2c76bf1e5b7f5d568,TV-2021.02-Neutral,neutral,Ich kann den Fehler nicht finden.,16000,2.16015625,2019-11,bad_usbHeadset,german,,/Volumes/SSanDisk/SpeechRec-German/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---194ee6185495e8c2c76bf1e5b7f5d568.wav,Ich kann den Fehler nicht finden.,,/Volumes/SSanDisk/audio_data/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---194ee6185495e8c2c76bf1e5b7f5d568.wav,False,True,"['ɪ', 'ç', 'k', 'a', 'n', 'd', 'eː', 'n', 'f', 'eː', 'l', 'ɐ', 'n', 'ɪ', 'ç', 't', 'f', 'ɪ', 'n', 'd', 'ə', 'n']","['ɪ', 'ç', 'k', 'a', 'n', 'd', 'eː', 'n', 'f', 'eː', 'l', 'ɜ', 'n', 'ɪ', 'ç', 't', 'f', 'ɪ', 'n', 'd', 'ə', 'n']",ɪ ç k a n d eː n f eː l ɐ n ɪ ç t f ɪ n d ə n,ɪ ç k a n d eː n f eː l ɜ n ɪ ç t f ɪ n d ə n,
18268,4aeeae88-0777-2c8c-5c93-2e844a462e49---c67749b568ccf753e26e0c4d2f116f6d,TV-2021.02-Neutral,neutral,"dunkel orange,",16000,1.419921875,2019-10,bad_usbHeadset,german,,/Volumes/SSanDisk/SpeechRec-German/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---c67749b568ccf753e26e0c4d2f116f6d.wav,"dunkel orange,",,/Volumes/SSanDisk/audio_data/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---c67749b568ccf753e26e0c4d2f116f6d.wav,False,True,"['d', 'ʊ', 'ŋ', 'k', 'ə', 'l', 'o', 'ʁ', 'ː', 'ʃ']","['d', 'ʊ', 'ŋ', 'k', 'ə', 'oː', 'r', 'a', 'ŋ', 'ʃ']",d ʊ ŋ k ə l o ʁ ː ʃ,d ʊ ŋ k ə oː r a ŋ ʃ,
18262,4aeeae88-0777-2c8c-5c93-2e844a462e49---2873a40fc5153e8ecabde32ce9d6811a,TV-2021.02-Neutral,neutral,Der Kinderarzt hat das Baby ganz genau untersucht.,16000,3.75,2019-10,bad_usbHeadset,german,,/Volumes/SSanDisk/SpeechRec-German/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---2873a40fc5153e8ecabde32ce9d6811a.wav,Der Kinderarzt hat das Baby ganz genau untersucht.,,/Volumes/SSanDisk/audio_data/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---2873a40fc5153e8ecabde32ce9d6811a.wav,True,True,"['d', 'eː', 'ɐ', 'k', 'ɪ', 'n', 'd', 'ɐ', 'a', 'ʁ', 't', 's', 't', 'h', 'a', 't', 'd', 'a', 's', 'b', 'ɑː', 'b', 'j', 'ɡ', 'a', 'n', 's', 'ɡ', 'ə', 'n', 'aʊ', 'ʊ', 'n', 't', 'ɛ', 'ɾ', 'z', 'ʊ', 'x', 't']","['d', 'ɛ', 'ɾ', 'k', 'ɪ', 'n', 'd', 'ɜ', 'a', 'ɾ', 's', 't', 'h', 'a', 't', 'd', 'a', 's', 'b', 'eː', 'b', 'iː', 'ɡ', 'a', 'n', 'ts', 'ɡ', 'ə', 'n', 'aʊ', 'ʊ', 'n', 't', 'ɜ', 'z', 'uː', 'x', 't']",d eː ɐ k ɪ n d ɐ a ʁ t s t h a t d a s b ɑː b j ɡ a n s ɡ ə n aʊ ʊ n t ɛ ɾ z ʊ x t,d ɛ ɾ k ɪ n d ɜ a ɾ s t h a t d a s b eː b iː ɡ a n ts ɡ ə n aʊ ʊ n t ɜ z uː x t,
6649,4aeeae88-0777-2c8c-5c93-2e844a462e49---f9a69b7cf36245442c669b7bf0072a2b,TV-2021.02-Neutral,neutral,Um Mitternacht beginnt die Geisterstunde.,16000,2.689453125,2020-01,bad_usbHeadset,german,,/Volumes/SSanDisk/SpeechRec-German/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---f9a69b7cf36245442c669b7bf0072a2b.wav,Um Mitternacht beginnt die Geisterstunde.,,/Volumes/SSanDisk/audio_data/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---f9a69b7cf36245442c669b7bf0072a2b.wav,False,True,"['ʊ', 'm', 'm', 'ɪ', 't', 'ɐ', 'n', 'a', 'χ', 't', 'b', 'ə', 'ɡ', 'ɪ', 'n', 'n', 't', 'd', 'iː', 'ɡ', 'ə', 'ɪ', 's', 't', 'ɛ', 'ɾ', 's', 't', 'ʊ', 'n', 'd', 'ə']","['ʊ', 'm', 'm', 'ɪ', 't', 'ɛ', 'ɾ', 'n', 'a', 'x', 't', 'b', 'ə', 'ɡ', 'ɪ', 'n', 't', 'd', 'iː', 'ɡ', 'aɪ', 's', 't', 'ɜ', 'ɾ', 'ʃ', 't', 'ʊ', 'n', 'd', 'ə']",ʊ m m ɪ t ɐ n a χ t b ə ɡ ɪ n n t d iː ɡ ə ɪ s t ɛ ɾ s t ʊ n d ə,ʊ m m ɪ t ɛ ɾ n a x t b ə ɡ ɪ n t d iː ɡ aɪ s t ɜ ɾ ʃ t ʊ n d ə,
4623,4aeeae88-0777-2c8c-5c93-2e844a462e49---53bb8a7d10fc762c6e02fe9588cce9ec,TV-2021.02-Neutral,neutral,Windkraftanlagen sind nun Teil unserer Kulturlandschaft.,16000,4.33984375,2020-01,bad_usbHeadset,german,,/Volumes/SSanDisk/SpeechRec-German/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---53bb8a7d10fc762c6e02fe9588cce9ec.wav,Windkraftanlagen sind nun Teil unserer Kulturlandschaft.,,/Volumes/SSanDisk/audio_data/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---53bb8a7d10fc762c6e02fe9588cce9ec.wav,False,True,"['v', 'ɪ', 'n', 't', 'k', 'ʁ', 'a', 'f', 'tʰ', 'a', 'n', 'l', 'aː', 'ɡ', 'n̩', 'z', 'ɪ', 'n', 't', 'n', 'uː', 'n', 't', 'aɪ', 'l', 'ʊ', 'n', 'z', 'ɐ', 'ɐ', 'k', 'ʊ', 'l', 't', 'ʊ', 'ɾ', 'l', 'a', 'n', 't', 's', 't', 's', 'h', 'a', 'f', 't']","['v', 'ɪ', 'n', 't', 'k', 'ɾ', 'r', 'a', 'f', 't', 'a', 'n', 'l', 'ɑː', 'ɡ', 'ə', 'n', 'z', 'ɪ', 'n', 't', 'n', 'uː', 'n', 't', 'aɪ', 'l', 'ʊ', 'n', 'z', 'ə', 'r', 'ə', 'k', 'u', 'l', 't', 'uː', 'ɾ', 'l', 'a', 'n', 't', 'ʃ', 'a', 'f', 't']",v ɪ n t k ʁ a f tʰ a n l aː ɡ n̩ z ɪ n t n uː n t aɪ l ʊ n z ɐ ɐ k ʊ l t ʊ ɾ l a n t s t s h a f t,v ɪ n t k ɾ r a f t a n l ɑː ɡ ə n z ɪ n t n uː n t aɪ l ʊ n z ə r ə k u l t uː ɾ l a n t ʃ a f t,
14885,4aeeae88-0777-2c8c-5c93-2e844a462e49---67720e80989ce66b526acca1a0d59906,TV-2021.02-Neutral,neutral,Hilf mir mal auf die Sprünge.,16000,1.849609375,2019-11,bad_usbHeadset,german,,/Volumes/SSanDisk/SpeechRec-German/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---67720e80989ce66b526acca1a0d59906.wav,Hilf mir mal auf die Sprünge.,,/Volumes/SSanDisk/audio_data/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---67720e80989ce66b526acca1a0d59906.wav,False,True,"['ç', 'ɪ', 'l', 'f', 'm', 'iː', 'æ', 'm', 'aː', 'l', 'aʊ', 'f', 'd', 'iː', 'ʃ', 'p', 'ɾ', 'ŋ', 'ə']","['h', 'ɪ', 'l', 'f', 'ə', 'n', 'm', 'iː', 'ɾ', 'm', 'ɑː', 'l', 'aʊ', 'f', 'd', 'iː', 'ʃ', 'p', 'ɾ', 'y', 'ŋ', 'ə']",ç ɪ l f m iː æ m aː l aʊ f d iː ʃ p ɾ ŋ ə,h ɪ l f ə n m iː ɾ m ɑː l aʊ f d iː ʃ p ɾ y ŋ ə,
11030,4aeeae88-0777-2c8c-5c93-2e844a462e49---bd77c61ec57334dd60197d4b920121df,TV-2021.02-Neutral,neutral,"Für eine Woche in einem Baumhaus zu leben, ist bestimmt cool.",16000,4.3984375,2019-11,bad_usbHeadset,german,,/Volumes/SSanDisk/SpeechRec-German/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---bd77c61ec57334dd60197d4b920121df.wav,"Für eine Woche in einem Baumhaus zu leben, ist bestimmt cool.",,/Volumes/SSanDisk/audio_data/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---bd77c61ec57334dd60197d4b920121df.wav,True,True,"['f', 'yː', 'ɐ', 'aɪ', 'n', 'ə', 'v', 'ɔ', 'x', 'ə', 'ɪ', 'n', 'a', 'e', 'n', 'ə', 'm', 'b', 'aʊ', 'm', 'h', 'aʊ', 's', 't', 's', 'uː', 'l', 'eː', 'b', 'ə', 'n', 'ɪ', 's', 't', 'b', 'ə', 'ʃ', 't', 'ɪ', 'm', 'm', 't', 'uː', 'l']","['f', 'yː', 'ɾ', 'aɪ', 'n', 'ə', 'v', 'ɔ', 'x', 'ə', 'ɪ', 'n', 'aɪ', 'n', 'ə', 'm', 'b', 'aʊ', 'm', 'h', 'aʊ', 's', 'ts', 'uː', 'l', 'eː', 'b', 'ə', 'n', 'ɪ', 's', 't', 't', 'b', 'ə', 'ʃ', 't', 'ɪ', 'm', 't', 'k', 'uː', 'l']",f yː ɐ aɪ n ə v ɔ x ə ɪ n a e n ə m b aʊ m h aʊ s t s uː l eː b ə n ɪ s t b ə ʃ t ɪ m m t uː l,f yː ɾ aɪ n ə v ɔ x ə ɪ n aɪ n ə m b aʊ m h aʊ s ts uː l eː b ə n ɪ s t t b ə ʃ t ɪ m t k uː l,
22596,4aeeae88-0777-2c8c-5c93-2e844a462e49---c8aa6af8f1e218d96194d4d27f8f0742,TV-2021.02-Neutral,neutral,Lawrence kansas,16000,1.5,2019-10,bad_usbHeadset,german,,/Volumes/SSanDisk/SpeechRec-German/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---c8aa6af8f1e218d96194d4d27f8f0742.wav,Lawrence kansas,,/Volumes/SSanDisk/audio_data/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---c8aa6af8f1e218d96194d4d27f8f0742.wav,False,True,"['l', 'a', 'v', 'ʁ', 'ɛ', 'ŋ', 'z', 'ə', 'k', 'a', 'n', 'z', 'ɑ', 's']","['l', 'ɔ', 'ɹ', 'ə', 'n', 's', 'k', 'ɛ', 'n', 'z', 'ɪ', 's']",l a v ʁ ɛ ŋ z ə k a n z ɑ s,l ɔ ɹ ə n s k ɛ n z ɪ s,
17325,4aeeae88-0777-2c8c-5c93-2e844a462e49---91e302e42ea66813801cff1687ee9884,TV-2021.02-Neutral,neutral,Mit einem absägten Auspuff umgeht man die Schalldämpfer.,16000,4.0703125,2019-12,bad_usbHeadset,german,,/Volumes/SSanDisk/SpeechRec-German/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---91e302e42ea66813801cff1687ee9884.wav,Mit einem absägten Auspuff umgeht man die Schalldämpfer.,,/Volumes/SSanDisk/audio_data/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---91e302e42ea66813801cff1687ee9884.wav,False,True,"['m', 'ɪ', 't', 'a', 'e', 'n', 'ə', 'm', 'a', 'p', 'z', 'ɛ', 'k', 't', 'ə', 'n', 'a', 'o', 's', 'p', 'ʊ', 'f', 'f', 'ʊ', 'm', 'ɡ', 'ə', 'h', 't', 'm', 'a', 'n', 'd', 'iː', 'ʃ', 'a', 'l', 'l', 'd', 'ɛ', 'm', 'p', 'f', 'ɐ']","['m', 'ɪ', 't', 'aɪ', 'n', 'ə', 'm', 'a', 'p', 'z', 'ɛ', 'k', 't', 'ə', 'n', 'aʊ', 's', 'p', 'ɾ', 'ʊ', 'f', 'ʊ', 'm', 'ɡ', 'eː', 't', 'm', 'a', 'n', 'd', 'iː', 'ʃ', 'a', 'l', 'd', 'ɛ', 'm', 'f', 'ə']",m ɪ t a e n ə m a p z ɛ k t ə n a o s p ʊ f f ʊ m ɡ ə h t m a n d iː ʃ a l l d ɛ m p f ɐ,m ɪ t aɪ n ə m a p z ɛ k t ə n aʊ s p ɾ ʊ f ʊ m ɡ eː t m a n d iː ʃ a l d ɛ m f ə,
11794,4aeeae88-0777-2c8c-5c93-2e844a462e49---d1eb2026e90bf9600711f318198032fa,TV-2021.02-Neutral,neutral,Wie hoch ist der Rundfunkbeitrag aktuell?,16000,3.08984375,2020-03,good_rodePodcaster,german,,/Volumes/SSanDisk/SpeechRec-German/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---d1eb2026e90bf9600711f318198032fa.wav,Wie hoch ist der Rundfunkbeitrag aktuell?,,/Volumes/SSanDisk/audio_data/data_wav/TV-2021.02-Neutral/4aeeae88-0777-2c8c-5c93-2e844a462e49---d1eb2026e90bf9600711f318198032fa.wav,False,True,"['v', 'iː', 'h', 'ɔ', 'x', 'ɪ', 's', 't', 'd', 'eː', 'ɐ', 'ʁ', 'ʊ', 'n', 't', 'f', 'ʊ', 'ŋ', 'k', 'b', 'aj', 't', 'ʁ', 'aː', 'k', 'a', 'k', 't', 'u', 'ɛ', 'l']","['v', 'iː', 'h', 'oː', 'x', 'ɪ', 's', 't', 'd', 'ɛ', 'ɾ', 'r', 'ʊ', 'n', 't', 'f', 'ʊ', 'ŋ', 'k', 'b', 'aɪ', 't', 'r', 'a', 'k', 'a', 'k', 't', 'uː', 'ɛ', 'l']",v iː h ɔ x ɪ s t d eː ɐ ʁ ʊ n t f ʊ ŋ k b aj t ʁ aː k a k t u ɛ l,v iː h oː x ɪ s t d ɛ ɾ r ʊ n t f ʊ ŋ k b aɪ t r a k a k t uː ɛ l,
