sentence,correct_phonemes,incorrect_phonemes,incorrect_phonemes_list,per,has_loanword,duration_seconds,total_expected_phonemes,total_recognized_phonemes
"Frauen sollten keinen Alkohol trinken, wenn sie unsicher sind, ob sie schwanger sind.",50,8,"ʀ→r, +ə, n̩→n, o→oː, o→oː, ʁ→r, ɐ→ɜ, ɐ→ɜ",0.14035087719298245,False,4.98828125,57,58
Wie uncool!,6,1,kʰ→k,0.14285714285714285,False,1.08984375,7,7
wer macht,6,1,ɐ→ɾ,0.14285714285714285,False,0.81005859375,7,7
Dann Kauf doch Neues!,13,2,"+t, ø→j",0.14285714285714285,False,1.6298828125,14,15
"Aha, die machen Party und wir sind die Abteilung, die nicht eingeladen wurde.",49,8,"j→iː, ɐ→ɾ, -ə, iː→aɪ, +k, -a, e→aɪ, ʊ→uː",0.14285714285714285,True,5.109375,56,55
Letztlich verschwendet man damit doch unzählige Stunden seines Lebens.,48,8,"t→ts, ɛː→ɛ, ɐ→ɾ, a→ɑː, -t, s→ts, ɛ→ə, -s",0.14285714285714285,False,4.41015625,56,54
dunkles Schiefergrau,12,2,"ɐ→ə, ʁ→r",0.14285714285714285,False,2.48046875,14,14
"Ich bin froh, dass ich helfen kann.",19,3,"ʁ→ɾ, +ə, n̩→n",0.14285714285714285,False,2.310546875,21,22
Das ist eine Eins-plus mit Sternchen.,24,4,"-a, e→aɪ, s→ts, uː→ʊ",0.14285714285714285,False,3.259765625,28,27
Konnte der Protagonist sein Computerproblem lösen?,36,6,"eː→ɛ, ɐ→ɾ, -ʀ, o→oː, o→oː, øː→ø",0.14285714285714285,False,3.41015625,42,41
