sentence,correct_phonemes,incorrect_phonemes,incorrect_phonemes_list,per,has_loanword,duration_seconds,total_expected_phonemes,total_recognized_phonemes
Kennst du die neusten Top einhundert der Charts?,22,16,"-n, ː→uː, ɔ→aʊ, ø→ə, +ɾ, oː→ɔ, -a, e→aɪ, -ɛ, ɾ→ɜ, eː→ɛ, ɐ→ɾ, kʰ→ʃ, -ʁ, t→ɾ, s→ts",0.43243243243243246,False,2.8203125,37,34
In einer alten Kaverne werden die Gasvorräte gespeichert.,27,19,"-a, e→aɪ, -ɛː, ɐ→ɜ, +ə, n̩→n, ɑː→a, eː→ɛ, ɐ→ɾ, +ə, n̩→n, aː→ɑː, ʁ→r, eː→ɛ, tʰ→t, -a, e→aɪ, -ɛ, ɾ→ɜ",0.4318181818181818,False,3.94921875,44,42
"Helles Lachsrosa,",8,6,"-l, ə→ɪ, x→k, ʁ→r, oː→o, ɑː→a",0.42857142857142855,False,2.3203125,14,13
"Ein paar sind ja ganz okay, aber so viele?",18,12,"-ɛ, ɪ→aɪ, -aː, ɐ→ɑː, +j, +ɛ, ː→ɾ, o→oː, ɑː→a, -e, ɾ→ɜ, v→f",0.42857142857142855,True,3.2890625,28,27
Probieren geht über Studieren.,13,9,"ʁ→ɾ, o→oː, ʁ→r, e→eː, yː→y, ɐ→ɜ, u→uː, +r, ɐ→ə",0.42857142857142855,False,2.060546875,21,22
sei leise,4,3,"z→s, -ɛ, ɪ→aɪ",0.42857142857142855,False,1.08984375,7,6
Willkommen in der Europäischen Union!,17,11,"eː→ɛ, ɐ→ɾ, ɔ→aɪ, ʁ→r, ɔ→oː, pʰ→p, +ə, n̩→n, u→ʊ, +d, i→j",0.4230769230769231,False,2.5390625,26,28
adapt Überwachung ist deaktiviert,18,11,"+ɛ, ɑ→ɾ, yː→y, -ə, ʁ→ɜ, χ→x, +k, +a, tʰ→t, ɪ→iː, ɐ→ɾ",0.4230769230769231,False,3.310546875,26,28
Röhrenbildschirme flimmern bei sechzig Hertz fürchterlich.,26,19,"ʁ→r, -øː, ʁ→r, ɪ→y, ʁ→ɾ, -m, -ɛ, ɾ→ɑː, -t, s→ts, ç→k, eː→ɛ, ɐ→ɾ, t→ts, s→f, f→ø, -t, s→ç, ɐ→ɜ",0.4222222222222222,False,3.73046875,45,40
Compositing aussetzen,11,8,"kʰ→k, pʰ→p, ɪ→ə, tʰ→t, -a, o→aʊ, -t, s→ts",0.42105263157894735,True,1.75,19,17
Dahingehend hast du recht.,13,8,"a→ɑː, ə→eː, -h, ɛ→ə, +t, +d, ː→uː, ʁ→r",0.42105263157894735,False,2.01953125,19,20
Solarmodule leiden unter Hitze.,16,10,"ɔ→o, aː→a, -ɐ, oː→o, +ə, n̩→n, +ɜ, ɐ→ɾ, -t, s→ts",0.4166666666666667,False,2.76953125,24,24
Dadurch könnte man etwas Speicherplatz sparen.,21,15,"a→ɑː, ʊ→uː, -ɾ, x→ç, œ→ə, -a, e→aɪ, -ɛ, ɾ→ɜ, t→ts, s→ʃ, ʃ→p, p→ɑː, aː→r, ɐ→ə",0.4166666666666667,False,3.189453125,36,33
Worin unterscheiden sich Psychologen von Psychiatern?,25,17,"ɾ→r, -ɛ, -ɾ, z→ɜ, ç→ʃ, -a, e→aɪ, s→z, +y, o→oː, o→oː, s→z, yː→y, -ɪ, aː→ɑː, tʰ→t, ɐ→ə",0.4146341463414634,False,3.4609375,41,38
Den Grünstreifen neben der Adenauer-Chaussee bewässern Gärtner von der Stadt.,36,24,"ʁ→ɾ, yː→uː, ʁ→ɾ, aj→aɪ, +ə, m̩→n, eː→ɛ, ɐ→ɾ, ɑː→a, e→ə, -a, o→aʊ, ɐ→ɜ, ç→ʃ, -a, o→ɔ, -s, -ə, ə→eː, ɐ→ɜ, +t, ɐ→ə, eː→ɛ, ɐ→ɾ",0.41379310344827586,False,5.5,58,56
"Einerseits ist die Situation vorerst bereinigt, andererseits bleibt die Möglichkeit des Gegenangriffs aus.",52,36,"-a, e→aɪ, -ɛː, ɐ→ɜ, -a, e→aɪ, t→ts, tʰ→iː, ʊ→t, a→uː, t→w, +a, s→ts, ɐ→ɾ, ɛː→ɛ, ɐ→ɾ, ʃ→s, ɾ→r, -a, e→aɪ, eː→ə, ɾ→r, -ɛ, ɾ→ɜ, -a, -e, t→aɪ, -a, e→aɪ, øː→ø, ə→ɛ, ə→eː, ŋ→n, ɾ→ɡ, ɪ→r, f→ɪ",0.41379310344827586,False,6.890625,87,80
mehrere Übereinstimmungen wurden gefunden.,22,14,"e→eː, ɾ→r, ɐ→ə, +r, yː→uː, -e, -ɾ, a→ɜ, e→aɪ, s→ʃ, -m, ʊ→uː, +ə, n̩→n",0.4117647058823529,False,3.08984375,34,33
Da haben wir die Bescherung!,13,7,"+d, ː→ɑː, aː→ɑː, ɐ→ɾ, ɐ→eː, +r, +k",0.4117647058823529,False,1.580078125,17,20
Zu jener Zeit tourte eine Rockerlegende durch den Westen.,27,18,"-t, s→ts, -ɐ, t→ɜ, s→ts, -a, e→aɪ, tʰ→t, ʊ→uː, ʁ→ɾ, tʰ→t, ʁ→r, kʰ→k, +ɜ, ɐ→ɾ, ə→ɛ, ʊ→oː, -ʁ",0.4090909090909091,False,4.05859375,44,41
In der Villa spukt ein Poltergeist.,16,11,"eː→ɛ, ɐ→ɾ, -l, ɑ→ɑː, ʊ→uː, -ɛ, ɪ→aɪ, pʰ→p, tʰ→t, ɐ→ɜ, aj→aɪ",0.4074074074074074,False,2.580078125,27,25
Der Pförtner war leicht aufs Kreuz zu legen.,20,13,"eː→ɛ, ɐ→ɾ, ɐ→ə, aː→ɑː, ɐ→ɾ, -ʁ, -ɔ, t→ɾ, s→oɪ, t→ts, s→ts, +ə, ŋ̩→n",0.40625,False,3.119140625,32,31
Schildkröten werden bis zu zweihundert Jahre alt.,24,15,"ʀ→r, øː→ø, +ə, n̩→n, eː→ɛ, ɐ→ɾ, +ə, n̩→n, -t, s→ts, -t, s→ts, ɐ→ɜ, aː→ɑː, ʀ→r",0.40540540540540543,False,4.01171875,37,37
"Sozial ist, was Menschen um Arbeit erleichtert.",22,15,"o→oː, -t, s→ts, i→iː, aː→ɑː, -z, ç→ʃ, ʁ→ɾ, ɛː→ɛ, ɐ→ɾ, -a, e→aɪ, -ɛ, -ɾ, t→ɜ",0.40540540540540543,False,3.33984375,37,32
Lass uns mal kurz auf den Highscore gucken.,22,15,"aː→ɑː, -ʁ, t→ɾ, s→ts, -n, -(, -e, -), k→ɡ, ɔː→oː, (→ɾ, d→k, -e, -), -ɡ",0.40540540540540543,False,2.6796875,37,29
Formulieren Sie die zugehörige Kontinuitätsgleichung!,26,17,"ʁ→ɾ, u→ʊ, ʀ→r, -t, s→ts, e→ə, øː→ø, ɾ→r, kʰ→k, tʰ→t, ɪ→iː, ɲ→n, ɪ→uː, -tʰ, eː→iː, +ɛ, aj→aɪ",0.40476190476190477,False,3.4609375,42,41
Ein Feuerwehrmann findet keinen Hydranten.,22,12,"-ɛ, ɪ→aɪ, +j, ɐ→ɜ, ɐ→ɛ, +ɾ, +y, d→t, ʁ→r, +t, tʰ→ə, n̩→n",0.4,False,2.849609375,30,33
Was sagst du da?,7,4,"aː→a, +uː, ː→d, ː→ɑː",0.4,False,1.3701171875,10,11
Zuerst sollten alle Beweise gesichert werden.,23,14,"-t, s→ts, u→uː, ɐ→ɾ, +ə, n̩→n, -a, e→aɪ, -ɛ, ɾ→ɜ, eː→ɛ, ɐ→ɾ, +ə, n̩→n",0.4,False,2.779296875,35,34
Vielleicht reicht es ja noch für Silber.,16,10,"i→iː, ɾ→r, -a, e→aɪ, eː→ɛ, +j, ː→a, yː→y, ɐ→ɾ, ɐ→ə",0.4,False,2.619140625,25,25
Und wieder gerät der Nachschub ins Hintertreffen.,24,14,"ɐ→ɜ, ɾ→r, ɛː→ɛ, +ə, d→t, eː→ə, +d, ɐ→ɛ, +ɾ, a→ɑː, ç→h, tʰ→t, ɐ→ɜ, ʁ→ɾ",0.4,False,3.23046875,35,38
Strg loslassen,11,6,"ɛ→ɪ, +t, eː→iː, eː→iː, +ə, n̩→n",0.4,False,1.830078125,15,17
Würden Sie einen Tramper mitnehmen?,17,10,"ʁ→y, +ɾ, n̩→ə, z→n, iː→z, a→iː, e→aɪ, a→ɛ, +ɜ, ɐ→ɾ",0.4,False,2.0390625,25,27
Starte Aufnahme für dreiundvierzig Sekunden,23,14,"-a, ɾ→ɑː, -a, o→aʊ, ɑ→ɑː, ɐ→ɾ, +ɾ, ʁ→r, aj→aɪ, ʁ→ɾ, ç→k, e→eː, +ə, n̩→n",0.4,False,3.66015625,35,35
erwachsenen,8,4,"ɛː→ɛ, ɐ→ɾ, +n, +d",0.4,False,0.93017578125,10,12
Da braut sich was zusammen.,13,8,"+d, ː→ɑː, ʁ→r, -a, o→aʊ, -t, s→ts, u→uː",0.4,False,1.8896484375,20,19
Helles Orange,6,4,"-l, ə→ɪ, ː→ɑ̃, ʃ→ʒ",0.4,False,1.33984375,10,9
So steht Afghanistan immer auf Platz eins.,19,12,"e→eː, a→aʊ, +ɡ, k→ɑː, a→ɾ, a→ɑː, ɐ→ɜ, -t, s→ts, -a, e→aɪ, -s",0.4,False,3.08984375,30,28
"Nein, aber ohne.",6,4,"ɑː→a, -e, ɾ→ɚ, oː→uː",0.4,False,1.3095703125,10,9
"Bist du gut darin, Leute zu verkuppeln?",20,12,"+t, +d, ː→uː, ɾ→r, ɔ→aʊ, -t, s→ts, ɛː→ɛ, ɐ→ɾ, -p, ɛ→ə, -l",0.4,False,2.8203125,30,29
"Da kann ich nicht, weil wir da ein Treffen der Wohngemeinschaft abhalten.",33,21,"+d, ː→ɑː, ɐ→ɾ, ː→d, ɛ→ɑː, ɪ→aɪ, ɾ→r, -f, eː→ɛ, ɐ→ɾ, o→oː, ŋ→n, -e, m→ɡ, a→ə, -e, n→m, -s, t→aɪ, s→n, h→ʃ",0.39622641509433965,False,4.58984375,53,50
"Meine Oma hat zwar einen Hühnerstall, aber kein Motorrad.",26,17,"a→ɑː, -t, s→ts, -aː, ɐ→ɑː, a→ɾ, e→aɪ, yː→y, ɐ→ɜ, ɑː→a, -e, ɾ→ɜ, oː→ʊ, ɔ→oː, -ɾ, ɾ→r, ɑ→a",0.3953488372093023,False,4.1796875,43,39
Jetzt haben wir wieder so Schnulzen in unserem Repertoir.,30,17,"-t, aː→a, ɐ→ɾ, ɐ→ɛ, +ɾ, -t, s→ts, ɐ→ə, +r, ʁ→r, pʰ→p, +ɾ, ʁ→t, tʰ→w, ɔ→a, +ɑː, ɐ→ɾ",0.3953488372093023,False,3.890625,43,45
Der Home Assistant Server scheint offline zu sein.,23,15,"eː→ɛ, ɐ→ɾ, ɔ→oː, -a, a→ə, -z, ɛ→ɚ, ɐ→ɚ, -a, e→aɪ, -f, ɪ→aɪ, -ə, -t, s→ts",0.39473684210526316,False,4.1015625,38,32
Aufnahme von Audio für neun Sekunden,18,11,"-a, o→aʊ, ɑ→ɑː, ɪ→iː, ɔ→oː, ɐ→ɾ, -ɔ, ɪ→aʊ, e→eː, +ə, n̩→n",0.39285714285714285,False,3.01953125,28,27
"Ergebt euch, ihr seid umzingelt!",14,9,"ɛː→ɛ, ɐ→ɾ, ə→iː, -ɔ, ø→oʊ, ɐ→ɾ, -t, s→ts, ɛ→ə",0.391304347826087,False,2.619140625,23,21
Dem Baby verabreicht man Fiebermittel als Zäpfchen.,26,16,"m→n, ɑː→eː, b→l, j→b, +iː, ɛː→ɛ, ɐ→ɾ, ɾ→r, -a, e→aɪ, -ɛ, ɾ→ɜ, e→ə, -l, -t, s→ts",0.3902439024390244,True,3.900390625,41,38
Der Bibliothekar ist ein in fast jeder Hinsicht unangenehmer Zeitgenosse.,37,23,"eː→ɛ, ɐ→ɾ, ɪ→iː, ɪ→iː, ɔ→oː, tʰ→t, ɛ→eː, kʰ→k, -aː, ɐ→ɑː, -ɛ, ɪ→aɪ, aː→a, +t, ɐ→ɜ, e→eː, -ɐ, t→ɜ, s→ts, -a, e→aɪ, e→ə, -z",0.3898305084745763,False,7.23828125,59,55
Voll der gute Vergleich!,11,7,"eː→ɛ, ɐ→ɾ, e→ə, ɛː→ɛ, ɐ→ɾ, -a, e→aɪ",0.3888888888888889,False,1.419921875,18,17
Man bräuchte ein Gegengewicht auf der gegenüberliegenden Seite.,32,19,"+ə, ʁ→r, ɔ→aʊ, tʰ→t, -ɛ, ɪ→aɪ, ə→eː, ŋ→n, +ɡ, eː→ə, eː→ɛ, ɐ→ɾ, ə→eː, yː→uː, -ɛ, ɾ→ɜ, ɛ→ə, -ə, iː→aɪ",0.3877551020408163,False,3.880859375,49,48
"Egon hat sie zwar nicht gesehen, aber er erkennt die Harley am Geräusch.",32,19,"ɛ→iː, oː→ɔ, -t, s→ts, aː→ɑː, ɐ→ɾ, +t, -e, ɾ→ɜ, eː→ɛ, ɐ→ɾ, ɛː→ɛ, ɐ→ɾ, -n, aː→ɑː, +l, ɪ→eː, ʁ→r, ɔ→oɪ",0.3877551020408163,False,4.76953125,49,48
könntest du mich am Donnerstag erinnern,19,12,"œ→ə, t→d, ː→uː, -n, ɛ→a, -ɾ, ɑ→a, ɛː→ɛ, ɐ→ɾ, -n, ɛ→ə, -ɾ",0.3870967741935484,False,2.279296875,31,27
